EAN;Produto;Fabricante;Categoria;NCM;CEST;EAN adicional;Fornecedor;Ativo
7896267701650;VINHO SAN MARTIN SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7896270136395;BANDEJA DE OVO VERMELHO C/30 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7896272004180;AZEITONA VALE FERTIL 150GR;GENÉRICO;MERCEARIA;;;;;TRUE
7896272004203;AZEITONA VALE FÉRTIL S/ CAROÇO 120G;GENÉRICO;MERCEARIA;;;;;TRUE
7896273800033;AREIA PARA GATOS PIPICAT 4KG;GENÉRICO;PET;;;;;TRUE
7896275970857;DOCE LEITE FRIMESA 400G;GENÉRICO;DOCES;;;;;TRUE
7896279200240;ESPETO PARA CHURRASCO GABOARDI;GENÉRICO;CHURRASCO;;;;;TRUE
7896279200530;ESPETO PARA CHURRASCO GABOARDI 1UND;GENÉRICO;CHURRASCO;;;;;TRUE
7896279600538;ÓLEO DE SOJA COAMO 900ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896283000898;COOKIES INTEGRAL JASMINE CHOCOLATE 120G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896283001581;ROSQUINHA DE COCO INTEGRAL JASMINE 120G;GENÉRICO;DOCES;;;;;TRUE
7896283001710;COOKIES JASMINE ZERO AÇÚCAR 120G;GENÉRICO;DOCES;;;;;TRUE
7896292001442;ADOÇANTE MAGRO 100ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896292333000;MOLHO PREDILECTA TRADICIONAL 300G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896292341197;MILHO VERDE TRADELLI 170G;GENÉRICO;ENLATADOS;;;;;TRUE
7896292341203;ERVILHA TRADELLI 170G;GENÉRICO;ENLATADOS;;;;;TRUE
7896294900712;REQUEIJÃO TIROL 180G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896294901597;REQUEIJÃO COM CHEDDAR TIROL 180G;GENÉRICO;FRIOS;;;;;TRUE
7896294901993;LEITE TIROL ZERO LACTOSE 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896295001937;CAFÉ ODEBRECHT 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896295330235;STEAK DE FRANGO CVALE 100G;GENÉRICO;CONGELADOS;;;;;TRUE
7896295381251;FILÉ DE FRANGO SASSAMI CVALE 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7896295382616;LINGUIÇA DE FRANGO CVALE 800G;GENÉRICO;CHURRASCO;;;;;TRUE
7896295384375;TILÁPIA EM POSTAS CVALE 800G;GENÉRICO;CONGELADOS;;;;;TRUE
7896295388496;FILÉ SASSAMI CVALE 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7896297910688;VINAGRE CHEMIM 900ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896300500868;PAPEL ALUMINIO ALFALUMINIO 30 CM;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896306612817;TRENTO AO LEITE 32G;GENÉRICO;DOCES;;;;;TRUE
7896306616389;TRENTO BRANCO 32G;GENÉRICO;DOCES;;;;;TRUE
7896306625022;TRENTO MASSIMO BRANCO 25G;GENÉRICO;DOCES;;;;;TRUE
7896306625060;TRENTO MASSIMO 25G;GENÉRICO;DOCES;;;;;TRUE
7896306625190;TRENTO AVELÃ 29G;GENÉRICO;DOCES;;;;;TRUE
7896306625237;TRENTO SPECIALE 29G;GENÉRICO;DOCES;;;;;TRUE
7896306625251;TRENTO DARK BRANCO 32G;GENÉRICO;DOCES;;;;;TRUE
7896306625299;TRENTO DUO 29G;GENÉRICO;DOCES;;;;;TRUE
7896306625312;TRENTO MILK 29G;GENÉRICO;DOCES;;;;;TRUE
7896315400085;FARINHA DE TRIGO JACY 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896327511984;MASSA PARA BOLO DE CHOCOLATE APTI 400G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896327512233;FERMENTO PARA BOLO APTI 10G;GENÉRICO;MERCEARIA;;;;;TRUE
7896327512967;FERMENTO EM PÓ APTI 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7896328200016;ERVA PARA CHIMARRÃO BARÃO 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896328200122;ERVA PARA CHIMARRÃO BARÃO 1KG;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896328200412;ERVA MATE PARA CHIMARRÃO BARÃO 1KG;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896328280025;ERVA PARA CHIMARRÃO CAMBONA 1KG;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896336000530;AMENDOIM JAPONÊS MENDORATO 70G;GENÉRICO;SNACKS;;;;;TRUE
7896336002725;PAÇOQUITA ZERO AÇÚCAR 18G;GENÉRICO;DOCES;;;;;TRUE
7896336005917;PAÇOQUITA SANTA HELENA 20G;GENÉRICO;DOCES;;;7896336006624;;TRUE
7896336016081;AMENDOIM SALGADO MENDORATO 150G;GENÉRICO;SNACKS;;;;;TRUE
7896344610608;BANDEJA DE OVOS C/18 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7896344610615;BANDEJA DE OVOS C/18 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7896346803626;BATATA PALHA MACTOST 70G;GENÉRICO;MERCEARIA;;;;;TRUE
7896348205596;FARINHA DE MANDIOCA JUREIA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896348206685;FARINHA DE MILHO FLOCADA JURÉIA 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896348300895;CAFÉ SOLÚVEL TRADICIONAL MELITTA 40G;GENÉRICO;MERCEARIA;;;;;TRUE
7896348300994;FILTRO DE CAFÉ BOM JESUS N103 C/30 UND;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896348301007;CAFÉ SOLÚVEL BOM JESUS 40G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896348301809;CAFÉ MELITTA GOURMET TORRA DA RAINA 250G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896353302297;MANTEIGA CATUPIRY 200G;GENÉRICO;FRIOS;;;;;TRUE
7896353302303;MANTEIGA CATUPIRY 200GR;GENÉRICO;FRIOS;;;;;TRUE
7896371000007;CERVEJA THEREZÓPOLIS GOLD 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896371000175;CERVEJA THEREZÓPOLIS 355ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896380200306;FEIJÃO PRETO VILA NOVA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896383300096;VINAGRE HEINIG 900ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896384500075;ESPETO PARA CHURRASCO GABOARDI C/100 UND;GENÉRICO;CHURRASCO;;;;;TRUE
7896384510104;ESPETO PARA CHURRASCO GABOARDI C/80 UND;GENÉRICO;CHURRASCO;;;;;TRUE
7896385800518;ÁGUA FLORESTA 5L;GENÉRICO;AGUAS;;;;;TRUE
7896385802246;ÁGUA COM GÁS DA MATA 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896391700529;MASSA PARA PASTEL ESSASIM 400G;GENÉRICO;FRIOS;;;;;TRUE
7896391700666;MASSA PARA LASANHA DA BOA 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896403502312;SAL GROSSO MARFIM 1 KG;GENÉRICO;CHURRASCO;;;;;TRUE
7896404600587;DETERGENTE GIRANDO SOL 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896404600655;DETERGENTE GIRANDO SOL NEUTRO 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896404601249;DESINFETANTE GIRANDO SOL 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896404605483;ÁGUA SANITÁRIA GIRANDO SOL 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7896404607678;SABÃO EM PÓ GIRANDO SOL 800GR;GENÉRICO;LIMPEZA;;;;;TRUE
7896404607876;SAPÓLIO GIRANDO SOL 300ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896408440301;BOLACHA DE AGUA E SAL CASAREDO 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896412819520;FARINHA DE TRIGO ORQUÍDEA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896412852107;BOLACHA ORQUÍDEA ÁGUA E SAL 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896419701637;FRANGO A PASSARINHO LAR 700G;GENÉRICO;CONGELADOS;;;;;TRUE
7896419713852;STEAK DE FRANGO LAR 100G;GENÉRICO;CONGELADOS;;;;;TRUE
7896419714231;FILÉ DE FRANGO SASSAMI LAR 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7896419722656;LINGUIÇA DE FRANGO LAR 1KG;GENÉRICO;CHURRASCO;;;;;TRUE
7896419722663;LINGUIÇA TOSCANA DE FRANGO LAR 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7896419727798;FILÉ SASSAMI LAR 700G;GENÉRICO;CONGELADOS;;;;;TRUE
7896419727804;FILÉ DE PEITO LAR 700G;GENÉRICO;CONGELADOS;;;;;TRUE
7896419727835;FRANGO A PASSARINHO LAR 700G;GENÉRICO;CONGELADOS;;;;;TRUE
7896423405491;TWIX TRIPLO CHOCOLATE 40G;GENÉRICO;DOCES;;;;;TRUE
7896423420180;SNICKERS ORIGINAL 45G;GENÉRICO;DOCES;;;;;TRUE
7896423438635;SNICKERS DUPLO CHOCOLATE 42G;GENÉRICO;DOCES;;;;;TRUE
7896423438727;CONFETE MM 40G;GENÉRICO;DOCES;;;;;TRUE
7896423438901;CHOCOLATE MM BROWNIE 35G;GENÉRICO;DOCES;;;;;TRUE
7896423438994;SNICKERS ORIGINAL 40G;GENÉRICO;DOCES;;;;;TRUE
7896423439014;SNICKERS DARK 40G;GENÉRICO;DOCES;;;;;TRUE
7896423470697;CONFETE M&M 45G;GENÉRICO;DOCES;;;;;TRUE
7896423470703;CHOCOLATE M´M 45G;GENÉRICO;DOCES;;;;;TRUE
7896423470994;TWIX 40G;GENÉRICO;DOCES;;;;;TRUE
7896423480894;SKITTLES ORIGINAL 38G;GENÉRICO;DOCES;;;;;TRUE
7896423481853;SNICKERS DARK 42G;GENÉRICO;DOCES;;;;;TRUE
7896423488883;SNICKERS BRANCO 42G;GENÉRICO;DOCES;;;;;TRUE
7896423497984;SNICKERS PÉ DE MOLEQUE 45G;GENÉRICO;DOCES;;;;;TRUE
7896430500059;SAL MARFIM 1KG;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896430502312;SAL GROSSO MARFIM 1KG;GENÉRICO;CHURRASCO;;;;;TRUE
7896434921478;CREME DE AVELÃ TRIÂNGULO 170G;GENÉRICO;DOCES;;;;;TRUE
7896436100383;REFRIGERANTE FRUKI 2L;GENÉRICO;REFRIGERANTES;;;;;TRUE
7896436100581;ÁGUA ÁGUA DA PEDRA S/GÁS 5L;GENÉRICO;AGUAS;;;;;TRUE
7896436100604;AGUA DA PEDRA C/GÁS 2L;GENÉRICO;AGUAS;;;;;TRUE
7896436100628;ÁGUA DA PEDRA S/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7896436100642;ÁGUA DA PEDRA COM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896436100666;AGUA DA PEDRA S/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896436103414;AGUA FLUA COM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896436103438;ÁGUA SEM GÁS FLUA 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896448700070;ÁGUA SEM GÁS FONTE DA ILHA 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896451903211;CHICLETE X-CLE TUTTI FRUTTI 11G;GENÉRICO;DOCES;;;;;TRUE
7896451907813;BALA DOCILE DOCIGOMA 180G;GENÉRICO;BALAS;;;;;TRUE
7896451907820;BALA DOCILE IOGURTE 180G;GENÉRICO;BALAS;;;;;TRUE
7896451907851;BALA DOCILE MIXGOMA CORAÇÃO 190G;GENÉRICO;BALAS;;;;;TRUE
7896451921307;BALA DOCILE MIXGOMA DOCINHO 190G;GENÉRICO;BALAS;;;;;TRUE
7896451922502;BALA XCLE CORAÇÃO 4G;GENÉRICO;BALAS;;;;;TRUE
7896451922526;BALA XCLE TUTTI FRUTTI 4G;GENÉRICO;BALAS;;;;;TRUE
7896468700049;ÁGUA FONTE DA ILHA C/GÁS 2L;GENÉRICO;AGUAS;;;;;TRUE
7896468700056;AGUA FONTE DA ILHA C/GAS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896468700070;AGUA FONTE DA ILHA S/GAS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896468700087;ÁGUA FONTE DA ILHA S/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7896468700247;AGUA FONTE DA ILHA 5L;GENÉRICO;AGUAS;;;;;TRUE
7896468700568;ÁGUA FONTE DA ILHA COM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896490351042;FARINHA DE TRIGO CISNE 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896504301018;QUEIJO MUSSARELA SANTA CLARA FAT 150G;GENÉRICO;FRIOS;;;;;TRUE
7896508200034;AÇÚCAR REFINADO ALTO ALEGRE 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896547500614;COMBO COROTE SABOR VODKA 1L;GENÉRICO;DESTILADOS;;;;;TRUE
7896547500621;COMBO COROTE SABOR WHISKY 1L;GENÉRICO;DESTILADOS;;;;;TRUE
7896547900018;BICARBONATO DE SÓDIO CAMPILAR 30G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896547900032;ORÉGANO CAMPILAR 10G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896547900117;CANELA EM PÓ CAMPILAR 10G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896547907093;ALECRIM CAMPILAR 5G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896559300776;MASSA TALHARIM DANDOLIM 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896565700416;SACO DE LIXO FORTA 30L C/10 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7896565700423;SACO DE LIXO FORTA 50L C/10 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7896569400046;CREAM CHEESE LIDER 150G;GENÉRICO;FRIOS;;;;;TRUE
7896569405003;LEITE INTEGRAL LIDER 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896569405638;REQUEIJÃO LIDER 180G;GENÉRICO;FRIOS;;;;;TRUE
7896569405652;REQUEIJÃO LIGHT LÍDER 180G;GENÉRICO;FRIOS;;;;;TRUE
7896569405676;MANTEIGA LÍDER 200G;GENÉRICO;FRIOS;;;;;TRUE
7896579995112;AZEITONA UNIAGRO C/CAROÇO 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7896594971283;GRANOLA AÇAÍ E GUARANÁ FROOTY POTE 200ML;GENÉRICO;CONGELADOS;;;;;TRUE
7896594974024;AÇAÍ SPLIT COM GRANOLA 200G;GENÉRICO;SORVETES;;;;;TRUE
7896625210763;IOGURTE NATURAL VIGOR 170G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896625211081;IOGURTE VIGOR FLOCOS 90G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896625211142;IOGURTE GREGO VIGOR 90G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896655401711;MASSA DE TAPIOCA DINDA 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7896704101005;GELADINHO AMERICANO UND;GENÉRICO;SORVETES;;;;;TRUE
7896704109636;GELADINHO GELAXUP 55ML;GENÉRICO;SORVETES;;;;;TRUE
7896705500043;TEMPERO PRONTO TEMPEREX 250G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896705500050;TEMPERO PRONTO SEM PIMENTA TEMPEREX 250G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896706300642;MAIZENA NEILAR 200G;GENÉRICO;MERCEARIA;;;;;TRUE
7896716301271;LINGUIÇA CALABRESA PAMPLONA 300G;GENÉRICO;FRIOS;;;;;TRUE
7896716311157;PRESUNTO FATIADO PAMPLONA 180G;GENÉRICO;FRIOS;;;;;TRUE
7896716311195;SALAME PAMPLONA 100G;GENÉRICO;FRIOS;;;;;TRUE
7896790800035;CANELA EM PÓ CPA 10G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896790800141;BICARBONATO DE SÓDIO CPA 50G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896798602273;BARRA DE PROTEINA SUPINO COCO 30G;GENÉRICO;MERCEARIA;;;;;TRUE
7896806400105;AGUA IMPERATRIZ COM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7896806400112;AGUA IMPERATRIZ SEM GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7896806400136;AGUA IMPERATRIZ C/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7896807416891;BATATA CONGELADA OKFRIES 1,5KG;GENÉRICO;CONGELADOS;;;;;TRUE
7896828000017;ÁGUA DE COCO KERO COCO 200ML;GENÉRICO;AGUAS;;;;;TRUE
7896859300216;FEIJÃO CARIOCA REI DA MESA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896883000144;QUEIJO MUSSARELA QUEIJO&CIA 150G;GENÉRICO;FRIOS;;;;;TRUE
7896883000229;MANTEIGA CASA DO QUEIJO 200GR;GENÉRICO;FRIOS;;;;;TRUE
7896883000236;MANTEIGA CASA DO QUEIJO 200G;GENÉRICO;FRIOS;;;;;TRUE
7896894900013;AÇÚCAR CARAVELAS 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896894900068;AÇÚCAR CRISTAL COLOMBO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896894900303;AÇÚCAR COLOMBO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896914000716;PAPEL TOALHA SOCIAL CLEAN C/1 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896914002970;PAPEL TOALHA KLASS C/2 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896931611346;VINHO CAMPO LARGO SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7896931611353;VINHO CAMPO LARGO TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7896931611360;VINHO CAMPO LARGO BRANCO SUAVE 750ML;GENÉRICO;VINHOS;;;;;TRUE
7896931611377;VINHO CAMPO LARGO BRANCO SECO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7896931614149;SUCO INTEGRAL CAMPO LARGO UVA 1,35L;GENÉRICO;SUCOS;;;;;TRUE
7896931614910;ÁGUA DE COCO INTEGRAL CAMPO LARGO 1L;GENÉRICO;AGUAS;;;;;TRUE
7896959333015;PRESUNTO CASA DO QUEIJO 180G;GENÉRICO;FRIOS;;;;;TRUE
7896959360028;QUEIJO MUSSARELA CASA DO QUEIJO 150G;GENÉRICO;FRIOS;;;;;TRUE
7896982100158;BANDEJA DE OVOS VERMELHOS C/20 UNDDS;GENÉRICO;MERCEARIA;;;;;TRUE
7896982100202;OVOS BRANCO JUMBO C/10 UND;GENÉRICO;MERCEARIA;;;;;TRUE
7896982900215;PÃO DE FORMA MENTUS 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896999099094;PÃO PARA HAMBURGUER THABRULAI 280G;GENÉRICO;MERCEARIA;;;;;TRUE
7896999099117;BISNAGUINHA THABRULAI 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7897001010014;OLEO DE SOJA COCAMAR 900 ML;GENÉRICO;MERCEARIA;;;;;TRUE
7897013534188;PILHA ELGIN AA C/2 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7897075300011;FARINHA DE MANDIOCA TUPÃ 1KGR;GENÉRICO;MERCEARIA;;;;;TRUE
7897075300042;FARINHA DE MANDIOCA BRANCA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7897150500015;ACETONA ENCASA 50ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7897150500169;ÁGUA OXIGENADA 40 80ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7897167100024;SAL REFINADO SOSAL 1KG;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7897167100048;SAL GROSSO SOSAL 1KG;GENÉRICO;CHURRASCO;;;;;TRUE
7897195981374;SUCO INTEGRAL LIFE LARANJA 900ML;GENÉRICO;SUCOS;;;;;TRUE
7897200607817;LASANHA BOLONHESA CANÇÃO 600G;GENÉRICO;CONGELADOS;;;;;TRUE
7897309408483;MASSA PARA BOLO DE CHOCOLATE FLEISCHMANN 330G;GENÉRICO;MERCEARIA;;;;;TRUE
7897349900152;BANDEJA DE OVOS C/30 UND;GENÉRICO;MERCEARIA;;;;;TRUE
7897395020101;CERVEJA ITAIPAVA 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7897400300075;ERVA PARA CHIMARRÃO MAZUTTI 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7897517925741;ESCOVA DE DENTE KESS C/1 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7897656600011;FEIJÃO PRETO CALDÃO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7897656600721;MILHO PARA PIPOCA CALDÃO 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7897664130036;DETERGENTE MINUANO NEUTRO 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7897664130043;DETERGENTE MINUANO CLEAR MINUANO 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7897664140196;DESINFETANTE LAVANDA MINUANO 500ML;GENÉRICO;MERCEARIA;;;;;TRUE
7897672510028;FEIJÃO CARIOCA VÓ TITA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7897672520010;FEIJÃO PRETO MÃE VEIA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7897736407226;VODKA NINOFF 900ML;GENÉRICO;DESTILADOS;;;;;TRUE
7897750771778;ESPONJA DE LAVAR LOUÇA ALKLIN;GENÉRICO;LIMPEZA;;;;;TRUE
7897763530942;POTE DE SORVETE DAMMI FLOCOS 1,5L;GENÉRICO;SORVETES;;;;;TRUE
7897763530959;POTE DE SORVETE DAMMI NAPOLITANO 1,5L;GENÉRICO;SORVETES;;;;;TRUE
7897798800256;FEIJÃO CARIOCA SITIO CERCADO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7897816271020;PRATO DESCARTÁVEL C/10 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7897816271044;PRATO DESCARTÁVEL C/10 UNDS;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7897900313049;BARRA DE PROTEINA TRIO COOKIES 33G;GENÉRICO;BARRA DE CEREAIS E PROTEÍNA;;;;;TRUE
7898007290059;FEIJÃO PRETO MALU 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898007290288;FEIJÃO CALDO CARIOCA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898007290295;FEIJÃO CARIOCA CALDO CARIOCA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898018160105;ARROZ CATARINÃO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898019060763;BANDEJA DE OVO VERMELHO GRANDE C/20 UND;GENÉRICO;MERCEARIA;;;;;TRUE
7898021428520;PAPEL ALUMÍNIO ROYAL PACK 4M;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898021429619;PAPEL ALUMÍNIO ROYAL PACK 3M;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898024395232;CREME DE AVELÃ NUTELLA 140G;GENÉRICO;DOCES;;;;;TRUE
7898024396529;CREME DE AVELÃ NUTELLA 650G;GENÉRICO;DOCES;;;;;TRUE
7898024397915;NUTELLA B-READY 23G;GENÉRICO;DOCES;;;;;TRUE
7898028400154;RAÇÃO MANDAI PARA GATOS 500G;GENÉRICO;PET;;;;;TRUE
7898028400338;AREIA PARA GATOS NUTRICOL 4KG;GENÉRICO;PET;;;;;TRUE
7898028400857;AREIA P/ GATOS NUTRICOL 4KG;GENÉRICO;PET;;;;;TRUE
7898028400895;RAÇÃO MANDAI 1KG;GENÉRICO;PET;;;;;TRUE
7898031753957;PÃO DE QUEIJO VALE MINEIRO 800G;GENÉRICO;CONGELADOS;;;;;TRUE
7898052970449;GRANULADO NILMAR 90G;GENÉRICO;MERCEARIA;;;;;TRUE
7898052971163;BICARBONATO DE SÓDIO NILMAR 50G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898052971255;OREGANO NILMAR 5G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7898056430420;BACON EM CUBOS CALEMBA 150G;GENÉRICO;FRIOS;;;;;TRUE
7898056430840;BACON EM CUBOS CALEMBA 150GR;GENÉRICO;FRIOS;;;;;TRUE
7898064270988;QUEIJO RALADO KIFORMAGGIO 40G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898067340404;PÃO DE ALHO SANTA MASSA 400G;GENÉRICO;CHURRASCO;;;;;TRUE
7898068080101;QUEIJO PRATO RIOLAT 150G;GENÉRICO;FRIOS;;;;;TRUE
7898068080361;QUEIJO MUSSARELA RIOLAT 150G;GENÉRICO;FRIOS;;;;;TRUE
7898068080446;MANTEIGA RIOLAT 200G;GENÉRICO;FRIOS;;;;;TRUE
7898075641142;CHAMPIGNON CAMPO BELO 100G;GENÉRICO;MERCEARIA;;;;;TRUE
7898079000303;PRESERVATIVO PRUDENCE MORANGO C/1 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898079002956;PRESERVATIVO PRUDENCE C/8 UNDS;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898079003021;PRESERVATIVO PRUDENCE C/3 UNDS;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898079003144;PRESERVATIVO PRUDENCE C/3 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898079003168;PRESERVATIVO PRUDENCE C/8 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898080640222;CREME DE LEITE ITALAC 200G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080640413;LEITE CONDENSADO ITALAC 395G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080640611;LEITE ITALAC INTEGRAL 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080640932;LEITE ITALAC ZERO LACTOSE 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080641694;LEITE EM PÓ ITALAC 400GR;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080641823;LEITE EM PÓ ITALAC 400G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080642660;QUEIJO RALADO ITALAC 40G;GENÉRICO;MERCEARIA;;;;;TRUE
7898080642882;BEBIDA LÁCTEA ITALAC CHOCOLATE 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898080642912;BEBIDA LÁCTEA ITALAC FRUTAS VERMELHAS 250ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
